id,year,month,branch_id,patron_type,shelving_location,checkouts,renewals
221,2025,8,2,JUVENILE,J-GRA,62,30
222,2025,8,2,JUVENILE,J-KIT,1,0
223,2025,8,2,JUVENILE,J-NEWBERY,1,3
224,2025,8,2,JUVENILE,J-NF,57,29
225,2025,8,2,JUVENILE,J-PBK,13,10
226,2025,8,2,JUVENILE,J-PIC-BOOK,144,69
227,2025,8,2,JUVENILE,J-SPA,1,1
228,2025,8,2,JUVENILE,T-FIC,1,0
229,2025,8,2,JUVENILE,YA,6,14
230,2025,8,2,JUVENILE,YA-DVD,1,2
231,2025,8,2,JUVENILE,YA-FIC,1,0
232,2025,8,2,JUVENILE,YA-GRA,7,3
233,2025,8,2,JUVENILE,YA-MANGA,2,0
234,2025,8,2,JUVENILE,YA-VID-GAM,1,0
235,2025,8,2,MISSING,A-DVD,1,0
236,2025,8,2,MISSING,A-FIC,4,0
237,2025,8,2,MISSING,A-LP,2,0
238,2025,8,2,MISSING,A-NF,2,0
239,2025,8,2,MISSING,J-EASY,1,0
240,2025,8,2,MISSING,J-FIC,2,0
241,2025,8,2,MISSING,J-NF,2,0
242,2025,8,2,MISSING,J-PBK,2,0
243,2025,8,2,MISSING,J-PIC-BOOK,4,0
244,2025,8,2,STAFF-PERS,A-FIC,13,7
245,2025,8,2,STAFF-PERS,A-GRA,14,0
246,2025,8,2,STAFF-PERS,A-HOTSPOT,1,0
247,2025,8,2,STAFF-PERS,A-KIT-HOBB,1,0
248,2025,8,2,STAFF-PERS,A-LP,2,1
249,2025,8,2,STAFF-PERS,A-LP-FIC,1,0
250,2025,8,2,STAFF-PERS,A-MYSTERY,3,2
251,2025,8,2,STAFF-PERS,A-NEWBK-FI,2,1
252,2025,8,2,STAFF-PERS,A-NF,4,8
253,2025,8,2,STAFF-PERS,A-VID-GAME,1,0
254,2025,8,2,STAFF-PERS,ILL,9,0
255,2025,8,2,STAFF-PERS,J-EASY,14,1
256,2025,8,2,STAFF-PERS,J-FIC,2,0
257,2025,8,2,STAFF-PERS,J-GRA,3,0
258,2025,8,2,STAFF-PERS,J-NF,1,2
259,2025,8,2,STAFF-PERS,J-PBK,1,0
260,2025,8,2,STAFF-PERS,J-PIC-BOOK,9,2
261,2025,8,2,STAFF-PERS,YA,1,1
262,2025,8,2,STAFF-PERS,YA-FIC,1,2
263,2025,8,2,STAFF-PERS,YA-GRA,13,0
264,2025,8,2,STAFF-PERS,YA-MANGA,1,0
265,2025,8,2,STAFF-PERS,YA-VID-GAM,1,1
266,2025,8,2,TEEN,A-FIC,3,3
267,2025,8,2,TEEN,J-FIC,1,2
268,2025,8,2,TEEN,J-GRA,3,3
269,2025,8,2,TEEN,J-NF,5,0
270,2025,8,2,,A-FIC,4,0
271,2025,8,2,,A-NF,1,0
272,2025,8,12,ADULT,A-DVD,1,2
273,2025,8,12,ADULT,A-FIC,7,6
274,2025,8,12,ADULT,A-LP-FIC,1,0
275,2025,8,12,ADULT,A-NF,8,6
276,2025,8,12,ADULT,A-SC,1,0
277,2025,8,12,ADULT,J-CALDECTT,1,0
278,2025,8,12,ADULT,J-EASY,5,3
279,2025,8,12,ADULT,J-EASY-F,2,0
280,2025,8,12,ADULT,J-FIC,11,4
281,2025,8,12,ADULT,J-NF,4,3
282,2025,8,12,ADULT,J-PBK,1,0
283,2025,8,12,ADULT,J-PIC-BOOK,10,3
284,2025,8,12,ADULT,YA,1,0
285,2025,8,12,JUVENILE,A-LEASE-FI,1,0
286,2025,8,12,JUVENILE,J-FIC,1,1
287,2025,8,3,A-NONRES,A-AUD-CD,2,1
288,2025,8,3,A-NONRES,A-DVD,6,15
289,2025,8,3,A-NONRES,A-FIC,4,3
290,2025,8,3,A-NONRES,A-NEWBK-FI,1,1
291,2025,8,3,A-NONRES,A-NEWBK-NF,1,0
292,2025,8,3,A-NONRES,A-NF,2,10
293,2025,8,3,A-NONRES,ILL,1,0
294,2025,8,3,A-NONRES,J-BOARD-BK,1,0
295,2025,8,3,A-NONRES,J-EASY,12,6
296,2025,8,3,A-NONRES,J-FIC,4,5
297,2025,8,3,A-NONRES,J-GRA,1,0
298,2025,8,3,A-NONRES,J-NF,15,8
299,2025,8,3,A-NONRES,J-PBK,1,8
300,2025,8,3,A-NONRES,J-PIC-BOOK,31,32
301,2025,8,3,A-NONRES,J-SPA,2,0
302,2025,8,3,A-NONRES,YA,5,0
303,2025,8,3,A-NONRES,YA-FIC,2,0
304,2025,8,3,A-NONRES,YA-PBK,2,0
305,2025,8,3,ADULT,A-AFR-AMER,1,0
306,2025,8,3,ADULT,A-AUD,21,14
307,2025,8,3,ADULT,A-AUD-CD,77,48
308,2025,8,3,ADULT,A-AUD-F,1,0
309,2025,8,3,ADULT,A-BIO,10,14
310,2025,8,3,ADULT,A-BK-CLUB,4,0
311,2025,8,3,ADULT,A-BLU-RAY,2,4
312,2025,8,3,ADULT,A-CHILDHOO,1,1
313,2025,8,3,ADULT,A-DVD,355,321
314,2025,8,3,ADULT,A-DVD-FIC,5,5
315,2025,8,3,ADULT,A-DVD-TV,15,16
316,2025,8,3,ADULT,A-FIC,2124,1392
317,2025,8,3,ADULT,A-GRA,47,22
318,2025,8,3,ADULT,A-HOMESCH,52,44
319,2025,8,3,ADULT,A-HOTSPOT,33,0
320,2025,8,3,ADULT,A-INCL-C,6,0
321,2025,8,3,ADULT,A-KIT,72,0
322,2025,8,3,ADULT,A-KIT-HOBB,7,4
323,2025,8,3,ADULT,A-LEASE-FI,86,23
324,2025,8,3,ADULT,A-LEASE-LP,11,1
325,2025,8,3,ADULT,A-LEASE-NF,12,10
326,2025,8,3,ADULT,A-LOCHIST,1,1
327,2025,8,3,ADULT,A-LP,275,146
328,2025,8,3,ADULT,A-LP-BIO,4,2
329,2025,8,3,ADULT,A-LP-FIC,53,37
330,2025,8,3,ADULT,A-LP-MYS,3,1
331,2025,8,3,ADULT,A-LP-NF,7,8
332,2025,8,3,ADULT,A-MUSIC-CD,12,0
333,2025,8,3,ADULT,A-MYSTERY,14,5
334,2025,8,3,ADULT,A-NEWBK,10,1
335,2025,8,3,ADULT,A-NEWBK-FI,641,364
336,2025,8,3,ADULT,A-NEWBK-LP,104,42
337,2025,8,3,ADULT,A-NEWBK-NF,184,166
338,2025,8,3,ADULT,A-NF,1147,1205
339,2025,8,3,ADULT,A-PARENT,1,2
340,2025,8,3,ADULT,A-PLAYAWAY,3,0
341,2025,8,3,ADULT,A-SC,6,1
342,2025,8,3,ADULT,A-SC-DOC,1,0
343,2025,8,3,ADULT,A-SCIFIC,4,0
344,2025,8,3,ADULT,A-SFI-FAN,4,2
345,2025,8,3,ADULT,A-SND-REC,2,1
346,2025,8,3,ADULT,A-SPA,1,1
347,2025,8,3,ADULT,A-STACKS,2,4
348,2025,8,3,ADULT,A-VID-GAME,11,7
349,2025,8,3,ADULT,A-VIS-MEDI,8,7
350,2025,8,3,ADULT,BASMNT,2,0
351,2025,8,3,ADULT,ILL,19,0
352,2025,8,3,ADULT,J-AUD,10,19
353,2025,8,3,ADULT,J-AUD-F,1,1
354,2025,8,3,ADULT,J-BEGINREA,11,14
355,2025,8,3,ADULT,J-BIO,6,1
356,2025,8,3,ADULT,J-BOARD-BK,45,30
357,2025,8,3,ADULT,J-CALDECTT,78,70
358,2025,8,3,ADULT,J-DVD,271,316
359,2025,8,3,ADULT,J-EASY,1188,841
360,2025,8,3,ADULT,J-EASY-F,9,5
361,2025,8,3,ADULT,J-EASY-PIC,10,3
362,2025,8,3,ADULT,J-F-LANG,2,0
363,2025,8,3,ADULT,J-FIC,1218,1310
364,2025,8,3,ADULT,J-GRA,743,641
365,2025,8,3,ADULT,J-GRA-COM,18,6
366,2025,8,3,ADULT,J-HOLIDAY,3,1
367,2025,8,3,ADULT,J-KIT,9,8
368,2025,8,3,ADULT,J-MUSIC,2,0
369,2025,8,3,ADULT,J-MUSIC-CD,2,0
370,2025,8,3,ADULT,J-NEW,1,0
371,2025,8,3,ADULT,J-NEWBERY,59,44
372,2025,8,3,ADULT,J-NF,1629,1523
373,2025,8,3,ADULT,J-PBK,223,262
374,2025,8,3,ADULT,J-PIC-BOOK,3724,2777
375,2025,8,3,ADULT,J-ROOM,4,11
376,2025,8,3,ADULT,J-SEASONAL,1,0
377,2025,8,3,ADULT,J-SERIES,1,4
378,2025,8,3,ADULT,J-SND-REC,1,0
379,2025,8,3,ADULT,J-SPA,44,30
380,2025,8,3,ADULT,J-SPA-EAS,1,0
381,2025,8,3,ADULT,J-VIS-MEDI,5,1
382,2025,8,3,ADULT,T-FIC,1,0
383,2025,8,3,ADULT,T-GRA,1,0
384,2025,8,3,ADULT,UNKNOWN,1,0
385,2025,8,3,ADULT,YA,137,175
386,2025,8,3,ADULT,YA-DVD,6,6
387,2025,8,3,ADULT,YA-FIC,102,99
388,2025,8,3,ADULT,YA-GRA,279,124
389,2025,8,3,ADULT,YA-GRA-COM,3,1
390,2025,8,3,ADULT,YA-MANGA,3,3
391,2025,8,3,ADULT,YA-NF,8,10
392,2025,8,3,ADULT,YA-PBK,15,17
393,2025,8,3,ADULT,YA-ROOM,3,1
394,2025,8,3,ADULT,YA-SCIFIC,1,2
395,2025,8,3,ADULT,YA-VID-GAM,4,4
396,2025,8,3,DAMAGED,A-DVD-TV,1,0
397,2025,8,3,DAMAGED,A-FIC,10,0
398,2025,8,3,DAMAGED,A-HOMESCH,1,0
399,2025,8,3,DAMAGED,A-LP,1,0
400,2025,8,3,DAMAGED,A-NEWBK-NF,1,0
401,2025,8,3,DAMAGED,A-NF,5,0
402,2025,8,3,DAMAGED,A-SPA-FIC,1,0
403,2025,8,3,DAMAGED,J-EASY,2,1
404,2025,8,3,DAMAGED,J-FIC,12,1
405,2025,8,3,DAMAGED,J-GRA,4,1
406,2025,8,3,DAMAGED,J-NF,6,0
407,2025,8,3,DAMAGED,J-PBK,1,0
408,2025,8,3,DAMAGED,J-PIC-BOOK,18,1
409,2025,8,3,DAMAGED,YA,1,0
410,2025,8,3,DAMAGED,YA-GRA,1,0
411,2025,8,3,DISCARD,A-DVD,51,1
412,2025,8,3,DISCARD,A-FIC,6,0
413,2025,8,3,DISCARD,A-KIT,16,0
414,2025,8,3,DISCARD,A-LP,1,0
415,2025,8,3,DISCARD,A-NEWBK-NF,1,0
416,2025,8,3,DISCARD,A-NF,52,0
417,2025,8,3,DISCARD,ILL,4,0
418,2025,8,3,DISCARD,J-CALDECTT,1,0
419,2025,8,3,DISCARD,J-DVD,2,0
420,2025,8,3,DISCARD,J-EASY,1,0
421,2025,8,3,DISCARD,J-FIC,3,0
422,2025,8,3,DISCARD,J-GRA,6,0
423,2025,8,3,DISCARD,J-NF,1,0
424,2025,8,3,DISCARD,J-PBK,3,0
425,2025,8,3,DISCARD,J-PIC-BOOK,12,0
426,2025,8,3,DISCARD,UNKNOWN,2,0
427,2025,8,3,DISCARD,YA,276,0
428,2025,8,3,DISCARD,YA-FIC,2,0
429,2025,8,3,DISCARD,YA-GRA,2,0
430,2025,8,3,DISCARD,YA-PBK,19,0
431,2025,8,3,INST-TEACH,A-AUD-CD,1,0
432,2025,8,3,INST-TEACH,A-FIC,2,0
433,2025,8,3,INST-TEACH,A-NF,2,0
434,2025,8,3,INST-TEACH,J-DVD,1,0
435,2025,8,3,INST-TEACH,J-EASY,3,0
436,2025,8,3,INST-TEACH,J-NF,14,1
437,2025,8,3,INST-TEACH,J-PIC-BOOK,24,0
438,2025,8,3,J-INTERNET,A-DVD,6,2
439,2025,8,3,J-INTERNET,A-FIC,16,9
440,2025,8,3,J-INTERNET,A-GRA,1,1
441,2025,8,3,J-INTERNET,A-KIT,5,1
442,2025,8,3,J-INTERNET,A-LP-FIC,2,1
443,2025,8,3,J-INTERNET,A-NEWBK-FI,4,7
444,2025,8,3,J-INTERNET,A-NEWBK-LP,1,0
445,2025,8,3,J-INTERNET,A-NF,13,21
446,2025,8,3,J-INTERNET,J-AUD,1,2
447,2025,8,3,J-INTERNET,J-BOARD-BK,2,0
448,2025,8,3,J-INTERNET,J-DVD,22,16
449,2025,8,3,J-INTERNET,J-EASY,38,39
450,2025,8,3,J-INTERNET,J-FIC,58,120
451,2025,8,3,J-INTERNET,J-GRA,70,37
452,2025,8,3,J-INTERNET,J-NEWBERY,3,4
453,2025,8,3,J-INTERNET,J-NF,48,116
454,2025,8,3,J-INTERNET,J-PBK,20,11
455,2025,8,3,J-INTERNET,J-PIC-BOOK,115,151
456,2025,8,3,J-INTERNET,J-SPA,1,0
457,2025,8,3,J-INTERNET,YA,17,30
458,2025,8,3,J-INTERNET,YA-FIC,6,7
459,2025,8,3,J-INTERNET,YA-GRA,25,30
460,2025,8,3,J-INTERNET,YA-MANGA,2,2
461,2025,8,3,J-INTERNET,YA-SCIFIC,1,0
462,2025,8,3,J-NONRES,J-PIC-BOOK,6,0
463,2025,8,3,JUVENILE,A-DVD,8,20
464,2025,8,3,JUVENILE,A-FIC,26,41
465,2025,8,3,JUVENILE,A-GRA,36,10
466,2025,8,3,JUVENILE,A-HOMESCH,8,7
467,2025,8,3,JUVENILE,A-KIT,5,0
468,2025,8,3,JUVENILE,A-NEWBK-FI,3,7
469,2025,8,3,JUVENILE,A-NF,53,41
470,2025,8,3,JUVENILE,A-VID-GAME,2,5
471,2025,8,3,JUVENILE,J-BEGINREA,5,1
472,2025,8,3,JUVENILE,J-BOARD-BK,3,1
473,2025,8,3,JUVENILE,J-CALDECTT,11,5
474,2025,8,3,JUVENILE,J-DVD,53,86
475,2025,8,3,JUVENILE,J-EASY,141,83
476,2025,8,3,JUVENILE,J-EASY-F,6,3
477,2025,8,3,JUVENILE,J-FIC,261,280
478,2025,8,3,JUVENILE,J-GRA,149,165
479,2025,8,3,JUVENILE,J-GRA-COM,1,0
480,2025,8,3,JUVENILE,J-HOLIDAY,1,0
481,2025,8,3,JUVENILE,J-KIT,2,0
482,2025,8,3,JUVENILE,J-NEW,1,1
483,2025,8,3,JUVENILE,J-NEWBERY,10,31
484,2025,8,3,JUVENILE,J-NF,322,318
485,2025,8,3,JUVENILE,J-PBK,62,81
486,2025,8,3,JUVENILE,J-PIC-BOOK,465,298
487,2025,8,3,JUVENILE,J-ROOM,2,0
488,2025,8,3,JUVENILE,J-SPA,2,0
489,2025,8,3,JUVENILE,J-STORYTIM,1,0
490,2025,8,3,JUVENILE,J-VIS-MEDI,1,1
491,2025,8,3,JUVENILE,YA,69,53
492,2025,8,3,JUVENILE,YA-FIC,31,24
493,2025,8,3,JUVENILE,YA-GRA,113,40
494,2025,8,3,JUVENILE,YA-MANGA,8,12
495,2025,8,3,JUVENILE,YA-NF,3,4
496,2025,8,3,JUVENILE,YA-PBK,6,6
497,2025,8,3,MISSING,A-AUD-CD,1,0
498,2025,8,3,MISSING,A-CHRISTIA,1,0
499,2025,8,3,MISSING,A-DVD,1,0
500,2025,8,3,MISSING,A-FIC,6,0
501,2025,8,3,MISSING,A-GRA,3,0
502,2025,8,3,MISSING,A-LP,1,0
503,2025,8,3,MISSING,A-LP-FIC,1,0
504,2025,8,3,MISSING,A-NEWBK-FI,2,0
505,2025,8,3,MISSING,A-NEWBK-NF,1,0
506,2025,8,3,MISSING,A-NF,7,0
507,2025,8,3,MISSING,A-VIS-MEDI,1,0
508,2025,8,3,MISSING,J-AUD,1,0
509,2025,8,3,MISSING,J-DVD,1,0
510,2025,8,3,MISSING,J-EASY,6,0
511,2025,8,3,MISSING,J-FIC,4,0
512,2025,8,3,MISSING,J-GRA,4,0
513,2025,8,3,MISSING,J-NEWBERY,1,0
514,2025,8,3,MISSING,J-PBK,2,0
515,2025,8,3,MISSING,J-PIC-BOOK,9,0
516,2025,8,3,MISSING,YA,1,0
517,2025,8,3,MISSING,YA-FIC,2,0
518,2025,8,3,MISSING,YA-GRA,4,0
519,2025,8,3,PRGMNG,A-BIO,1,0
520,2025,8,3,PRGMNG,A-FIC,51,1
